0.0000000,-0.0731040,0.0549444,0.1497180,-0.0106899,-0.1160430,0.4041269,0.4413552,1.8393670
0.0000056,0.0785074,-0.0610834,-0.1889050,0.3896397,0.4965058,0.3629892,0.8321022,2.1519282
0.0000112,-0.1253806,-0.3131586,0.3457630,0.3030308,0.2240449,0.1389902,0.7388405,1.5851556
0.0000169,0.1012735,0.0807012,0.1853626,0.0895908,0.2768403,0.2573984,0.7020974,1.2999994
0.0000225,0.0530252,0.0763677,-0.0835583,0.1375645,0.3065644,0.0496958,1.4311013,1.5736200
0.0000281,-0.1984702,0.0077032,0.3289783,-0.2397549,0.4886323,0.4044932,1.2257791,1.5018426
0.0000337,-0.0282126,0.2180303,-0.1027234,0.2709263,0.5346528,0.2401255,0.9274392,1.9038202
0.0000394,0.1326455,0.1565069,0.5211170,0.3266514,0.3925630,0.5459726,0.7114968,1.3671991
0.0000450,0.0699319,-0.0243403,0.2048938,0.4512852,0.1090547,0.3274668,0.5955300,1.7610589
0.0000506,-0.0945273,-0.4676386,-0.2612927,-0.1254971,0.1089936,0.2937143,1.1867166,1.1271478
0.0000562,0.3022622,-0.0383783,0.2694080,0.2296055,0.2639619,0.2649668,0.3227029,1.1296502
0.0000618,-0.0016318,-0.1178461,0.1573474,0.0364902,0.7393647,0.3959482,0.8032936,1.1208001
0.0000675,-0.1046897,0.2686895,0.0518787,0.0782383,0.1442109,0.3325327,0.6572976,0.8214837
0.0000731,0.3215188,0.4139532,-0.2297375,0.0209263,0.2149507,0.5420054,0.8957009,1.1712152
0.0000787,-0.0038901,-0.2414423,0.1005847,0.2567051,0.1349946,0.2672251,0.1944069,1.2270013
0.0000843,-0.3408652,-0.3396479,-0.0387585,0.5294712,0.3004609,0.8751963,0.7782692,0.5274163
0.0000900,0.0384073,0.0795416,-0.1173108,0.2752598,0.3483735,0.1015146,0.4451394,1.4897577
0.0000956,0.0863809,-0.1158930,0.0066516,0.2239902,0.1497041,0.4309214,0.4599099,1.2453119
0.0001012,0.0567789,0.1394781,0.1041248,0.2394932,0.0859223,0.1528452,0.6577858,1.1307489
0.0001068,0.1176309,0.1295904,0.0447986,0.2250278,-0.0959624,0.7940195,0.5755104,1.2590448
0.0001124,-0.0607138,-0.0905024,0.0609729,-0.0545742,0.5760347,0.8642099,0.5116677,0.6570550
0.0001181,0.1180887,0.2097906,-0.0917981,0.0139072,0.0419770,0.0785044,0.8280739,0.5996209
0.0001237,0.4331521,-0.0166498,0.3714588,-0.2699673,0.1415864,0.7048472,0.2294411,0.5275995
0.0001293,0.1514749,0.2801641,0.3402088,-0.0694057,-0.0527495,0.2591074,1.0097146,0.3841058
0.0001349,-0.4618064,0.0932134,-0.0492566,0.0134800,0.2076875,0.6861704,0.0104470,0.8024408
0.0001406,-0.1994162,0.2348150,0.2590930,0.1384800,-0.1748809,0.1295298,0.7609352,0.9827386
0.0001462,-0.1486045,-0.2219111,-0.1690075,0.0351475,-0.1502227,0.2110727,0.4557595,0.8292962
0.0001518,0.2506265,0.0491461,0.1461780,0.2696446,0.4644624,0.2206552,0.2539773,0.8490716
0.0001574,0.2296914,0.2301763,-0.0741589,0.0516880,0.4413911,-0.0190908,-0.0005393,1.2373163
0.0001630,0.1548013,-0.2888666,0.1592395,-0.1823208,0.4342500,0.0639170,0.4041238,1.0378534
0.0001687,0.1047525,0.6321539,0.1412952,-0.3401577,-0.1721953,0.3160532,0.4379372,1.0379754
0.0001743,0.0636758,0.1520513,0.0444934,0.2946079,0.0221406,0.8938120,0.3723855,1.1009027
0.0001799,-0.1517172,-0.0668207,0.5599353,0.3407505,0.6380464,-0.0587637,0.5875954,0.5839349
0.0001855,-0.0173483,0.2192511,-0.0871594,-0.3694546,0.1628877,0.4809702,0.4633279,0.7888910
0.0001912,0.0869302,-0.2527949,-0.2818005,0.1845005,-0.0255279,0.6419809,0.2573952,1.1724969
0.0001968,-0.2628928,0.2661871,0.4055164,-0.1508877,0.4144135,0.1685923,1.2227273,0.8637201
0.0002024,-0.0013877,0.1698126,-0.0197156,-0.1059048,0.1104585,0.1432016,0.3728738,0.8268548
0.0002080,-0.0388938,-0.2243525,-0.1530163,0.2225864,-0.0652617,0.3241099,-0.0713401,0.6911737
0.0002136,-0.0756369,0.1082891,0.2915637,-0.2672207,-0.0003203,0.2895029,-0.0922141,0.5024530
0.0002193,0.0332803,-0.2850825,0.0823963,-0.1030972,0.0212251,0.4822519,0.8045143,0.9328729
0.0002249,0.2420816,0.2375616,-0.1438000,-0.2805874,0.0180512,-0.0310537,0.6796364,0.7264520
0.0002305,0.0276651,0.2951177,-0.4096692,0.2460239,0.2063447,0.5718516,0.5291237,0.6327630
0.0002361,-0.0388327,-0.2794672,0.0861194,0.1652744,-0.2177276,0.4479502,0.5936989,0.4296380
0.0002418,0.0421304,0.3767828,-0.1983044,-0.1350185,0.1960908,0.4025400,0.9343972,0.6164056
0.0002474,0.0554361,0.4109014,-0.0894177,0.0233067,-0.1112823,0.3006113,0.4321999,1.1953241
0.0002530,0.2658243,-0.2620112,0.0202014,-0.1900112,-0.0438384,0.2868174,0.8179421,0.8504144
0.0002586,0.1133584,-0.1814447,-0.2557385,-0.0573818,0.1649629,0.5947397,0.7549538,0.6654779
0.0002642,-0.0348349,0.1574835,0.3331287,-0.2716762,-0.2826690,0.4558848,0.8401589,0.2437860
0.0002699,-0.0270835,-0.3501459,0.1573474,-0.1886074,-0.2335967,0.9063852,0.5159401,0.4931756
0.0002755,-0.2857199,-0.0468012,-0.0031140,-0.2292568,-0.2234038,0.4143198,0.8799538,0.6041375
0.0002811,-0.3355551,-0.0995966,-0.0574963,0.0899570,-0.0457305,0.5463999,0.4317116,0.3353997
0.0002867,-0.0380087,0.2002691,0.4186389,0.1403110,0.3690644,0.5619028,-0.0106712,0.9345208
0.0002924,0.1859292,0.0124029,0.0990589,0.1252354,-0.1950835,0.4344614,0.2860818,0.7818109
0.0002980,0.0414285,-0.4643427,0.4076526,0.1774815,0.0558930,0.0518320,-0.1681419,0.7551996
0.0003036,0.1005411,0.1338629,-0.2125866,-0.1309902,-0.4315337,0.5518320,0.2539773,0.7900506
0.0003092,-0.2908774,0.4887823,-0.1589367,0.0278233,0.1555024,0.0824106,0.6312966,0.8336297
0.0003148,0.0685586,0.0513433,0.2839954,-0.0966274,-0.2393340,0.4682139,0.6347145,1.0139276
0.0003205,0.0691385,-0.4068476,-0.0850842,-0.2138760,0.3298799,0.5092905,-0.0765891,0.4903070
0.0003261,0.2211770,0.1813482,0.1767566,0.4288853,0.2750092,-0.2494375,0.1653542,0.3961297
